1,29,76
2,14,17
3,49,94
4,26,60
5,30,24
6,16,22
7,55,96
8,82,53
9,19,36
10,64,24
11,85,21
12,63,60
13,100,55
14,34,42
15,65,61
16,28,85
17,75,4
18,97,1
19,25,94
20,94,58
21,6,87
22,20,64
23,91,26
24,65,26
25,72,48
26,97,75
27,82,21
28,71,7
29,23,60
30,19,72
31,14,55
32,49,26
33,96,30
34,71,18
35,76,4
36,90,81
37,80,79
38,26,59
39,80,10
40,56,66
41,38,70
42,3,93
43,11,58
44,20,19
45,92,18
46,31,33
47,95,83
48,49,90
49,34,35
50,74,70
51,65,47
52,37,76
53,14,75
54,54,98
55,84,14
56,99,58
57,79,5
58,33,21
59,45,71
60,29,73
61,62,58
62,43,62
63,91,94
64,27,48
65,25,30
66,39,29
67,47,80
68,8,86
69,5,17
70,34,40
71,73,73
72,16,75
73,43,10
74,59,52
75,52,28
76,39,21
77,15,97
78,19,43
79,70,62
80,3,90
81,78,79
82,86,64
83,18,83
84,58,24
85,71,9
86,40,43
87,16,71
88,91,93
89,37,90
90,22,29
91,7,79
92,56,94
93,67,87
94,100,59
95,47,79
96,3,34
97,56,34
98,40,65
99,72,56
100,61,83
101,46,45
102,23,5
103,5,22
104,97,30
105,76,58
106,29,15
107,8,74
108,7,25
109,83,49
110,70,32
111,35,66
112,27,27
113,23,60
114,71,99
115,100,30
116,79,62
117,63,75
118,11,67
119,61,60
120,64,10
121,100,80
122,60,43
123,86,64
124,27,32
125,49,94
126,22,98
127,74,44
128,21,53
129,86,15
130,42,48
131,34,91
132,7,64
133,80,89
134,65,23
135,18,89
136,52,44
137,88,47
138,20,57
139,63,79
140,9,99
141,85,7
142,25,89
143,9,91
144,64,54
145,13,54
146,26,73
147,8,82
148,27,7
149,90,34
150,89,35
151,28,45
152,36,35
153,40,6
154,94,21
155,67,58
156,68,4
157,90,1
158,15,88
159,69,80
160,45,5
161,86,74
162,79,77
163,90,65
164,40,50
165,32,16
166,8,49
167,73,71
168,100,40
169,95,4
170,15,95
171,26,10
172,47,79
173,73,86
174,30,21
175,46,49
176,72,88
177,72,57
178,34,65
179,8,47
180,36,94
181,20,69
182,45,31
183,27,85
184,73,76
185,26,40
186,77,99
187,24,80
188,97,56
189,7,47
190,58,50
191,44,17
192,71,80
193,73,77
194,40,95
195,51,40
196,79,4
197,61,93
198,42,2
199,52,73
200,98,11
201,68,44
202,93,29
203,24,35
204,81,6
205,81,23
206,12,96
207,54,96
208,39,4
209,57,64
210,67,50
211,83,35
212,52,8
213,54,18
214,100,70
215,100,71
216,60,22
217,49,5
218,52,19
219,91,13
220,23,40
221,52,57
222,41,95
223,51,22
224,85,83
225,41,9
226,9,77
227,99,86
228,15,19
229,8,45
230,73,58
231,69,19
232,15,7
233,37,49
234,12,6
235,100,38
236,86,89
237,85,20
238,37,83
239,35,82
240,22,92
241,55,59
242,15,83
243,54,52
244,93,36
245,85,65
246,52,46
247,53,55
248,37,37
249,18,72
250,20,67
251,21,1
252,20,5
253,62,97
254,93,63
255,88,98
256,80,63
257,23,69
258,4,21
259,13,51
260,76,14
261,14,49
262,63,45
263,62,5
264,54,23
265,48,27
266,7,29
267,71,53
268,47,50
269,90,86
270,33,60
271,3,86
272,34,80
273,86,40
274,95,19
275,88,35
276,66,9
277,37,98
278,85,6
279,2,79
280,85,88
281,81,10
282,7,16
283,75,30
284,43,11
285,54,21
286,94,31
287,81,31
288,32,11
289,94,48
290,36,89
291,76,86
292,19,21
293,70,38
294,22,41
295,55,85
296,83,11
297,59,45
298,11,88
299,10,78
300,26,67
301,88,43
302,72,7
303,4,75
304,75,91
305,79,86
306,14,86
307,25,34
308,33,5
309,74,67
310,3,55
311,71,23
312,50,22
313,44,34
314,22,53
315,25,78
316,34,16
317,32,83
318,8,36
319,81,17
320,18,62
321,92,12
322,29,66
323,93,84
324,77,21
325,47,24
326,75,72
327,83,87
328,11,15
329,23,61
330,68,6
331,56,18
332,43,5
333,16,84
334,18,3
335,16,21
336,57,13
337,31,34
338,67,43
339,100,53
340,47,31
341,25,56
342,55,97
343,78,39
344,54,90
345,79,73
346,76,29
347,28,98
348,41,36
349,98,31
350,64,59
351,71,24
352,42,53
353,55,78
354,41,41
355,24,56
356,58,8
357,56,10
358,73,94
359,33,33
360,65,21
361,88,90
362,14,99
363,95,1
364,64,35
365,43,49
366,42,76
367,23,21
368,90,24
369,36,30
370,8,9
371,1,87
372,93,38
373,87,38
374,100,74
375,9,68
376,43,17
377,91,13
378,80,17
379,44,16
380,96,39
381,60,13
382,79,46
383,75,36
384,77,31
385,4,49
386,52,95
387,22,49
388,33,21
389,40,86
390,46,94
391,65,50
392,44,68
393,55,28
394,78,79
395,28,29
396,50,13
397,73,15
398,88,83
399,26,44
400,7,20
401,62,73
402,26,98
403,11,92
404,11,94
405,81,9
406,49,67
407,24,38
408,15,97
409,25,98
410,63,23
411,76,99
412,88,70
413,8,2
414,87,10
415,20,99
416,7,16
417,61,44
418,59,16
419,88,95
420,11,49
421,18,43
422,84,81
423,37,82
424,13,79
425,60,69
426,16,18
427,93,29
428,70,16
429,26,77
430,67,11
431,98,49
432,57,36
433,31,92
434,41,30
435,83,52
436,96,30
437,37,73
438,33,31
439,3,16
440,10,73
441,55,28
442,82,20
443,17,59
444,90,3
445,67,53
446,40,20
447,10,8
448,86,35
449,92,63
450,39,68
451,14,34
452,18,63
453,17,11
454,100,83
455,70,26
456,77,9
457,74,42
458,95,71
459,55,89
460,80,31
461,87,72
462,1,46
