1,36,93
2,63,91
3,70,30
4,95,41
5,79,92
6,80,98
7,60,25
8,66,18
9,38,11
10,53,76
11,99,33
12,8,3
13,10,11
14,17,12
15,84,54
16,93,57
17,71,30
18,8,27
19,79,41
20,88,48
21,8,93
22,67,17
23,2,69
24,46,23
25,16,34
26,90,53
27,63,44
28,79,33
29,34,18
30,17,96
31,75,88
32,62,9
33,66,47
34,62,75
35,21,45
36,64,40
37,87,64
38,89,50
39,56,86
40,13,73
41,82,71
42,62,87
43,19,46
44,58,85
45,85,68
46,92,71
47,37,34
48,34,68
49,75,14
50,12,100
51,41,21
52,58,93
53,64,91
54,77,30
55,96,56
56,46,34
57,90,78
58,89,64
59,30,33
60,63,7
61,8,52
62,70,29
63,81,57
64,93,96
65,71,7
66,21,70
67,6,13
68,94,54
69,97,58
70,40,58
71,48,89
72,5,78
73,22,27
74,20,56
75,97,29
76,95,26
77,89,63
78,50,11
79,93,9
80,65,32
81,82,24
82,53,23
83,30,68
84,34,22
85,96,14
86,1,14
87,52,62
88,54,13
89,41,24
90,93,30
91,8,31
92,23,49
93,95,52
94,55,93
95,69,21
96,28,59
97,57,82
98,21,80
99,98,70
100,29,81
101,5,86
102,80,74
103,1,12
104,9,18
105,69,49
106,71,3
107,99,60
108,52,29
109,95,59
110,57,49
111,30,4
112,50,65
113,29,60
114,31,52
115,90,35
116,85,18
117,52,64
118,41,3
119,73,47
120,22,14
121,57,9
122,65,85
123,6,63
124,18,100
125,80,68
126,45,81
127,28,69
128,26,59
129,48,22
130,69,89
131,92,58
132,79,92
133,83,5
134,69,69
135,34,2
136,79,2
137,76,99
138,78,17
139,36,96
140,49,39
141,55,71
142,52,94
143,71,45
144,8,92
145,17,36
146,18,4
147,8,5
148,86,56
149,39,96
150,84,52
151,1,30
152,62,26
153,14,34
154,86,51
155,12,58
156,97,60
157,12,47
158,80,23
159,77,11
160,66,96
161,64,41
162,67,68
163,84,19
164,92,76
165,22,90
166,95,10
167,26,85
168,17,18
169,16,51
170,85,1
171,53,85
172,71,32
173,34,40
174,78,58
175,48,10
176,88,26
177,18,83
178,63,14
179,19,51
180,97,43
181,13,24
182,1,21
183,36,65
184,21,65
185,23,6
186,53,38
187,83,98
188,93,17
189,66,36
190,2,69
191,78,28
192,88,39
193,57,51
194,46,93
195,25,16
196,75,46
197,6,15
198,84,93
199,42,50
200,61,36
201,68,70
202,97,38
203,86,28
204,26,95
205,34,48
206,6,76
207,42,89
208,11,36
209,77,15
210,70,99
211,34,1
212,50,7
213,73,69
214,89,32
215,39,55
216,40,54
217,24,38
218,28,32
219,26,86
220,28,3
221,71,75
222,41,98
223,14,26
224,17,23
225,40,1
226,40,97
227,6,82
228,71,9
229,62,67
230,34,25
231,60,6
232,74,61
233,41,74
234,80,90
235,68,23
236,10,73
237,22,29
238,56,26
239,23,100
240,91,64
241,16,69
242,88,78
243,1,53
244,99,85
245,12,19
246,68,14
247,5,57
248,99,42
249,38,61
250,32,90
251,67,18
252,62,31
253,52,46
254,9,79
255,37,22
256,20,59
257,55,56
258,64,29
259,83,80
260,79,9
261,99,47
262,55,62
263,82,90
264,44,70
265,33,26
266,30,24
267,14,32
268,15,49
