1,74,25
2,13,92
3,48,15
4,67,11
5,85,47
6,64,39
7,76,49
8,3,60
9,15,45
10,78,100
11,59,44
12,87,86
13,13,34
14,16,9
15,18,40
16,6,26
17,12,87
18,5,88
19,35,52
20,95,23
21,8,1
22,78,91
23,55,64
24,31,83
25,91,93
26,69,32
27,67,67
28,54,1
29,99,45
30,61,30
31,45,50
32,31,33
33,49,50
34,11,50
35,72,16
36,67,72
37,8,72
38,80,62
39,9,28
40,2,32
41,99,53
42,22,56
43,76,97
44,84,90
45,5,48
46,91,35
47,15,87
48,20,12
49,71,52
50,6,21
51,10,92
52,74,17
53,44,81
54,48,15
55,35,93
56,5,66
57,35,57
58,26,31
59,40,68
60,10,39
61,11,56
62,22,11
63,58,93
64,66,68
65,29,13
66,43,48
67,96,71
68,8,33
69,92,98
70,69,66
71,40,50
72,1,85
73,10,7
74,30,66
75,16,38
76,1,9
77,24,81
78,51,100
79,20,63
80,46,15
81,91,23
82,80,50
83,13,13
84,85,5
85,61,47
86,15,32
87,98,52
88,74,41
89,18,26
90,74,28
91,56,12
92,32,65
93,34,68
94,78,33
95,45,63
96,33,64
97,16,27
98,26,16
99,44,32
100,5,38
